num_jobs,num_machines,convex_runtime,convex_max_time,greedy_runtime,greedy_max_time
10,1,1.8747429847717285,1871.0,0.4759519100189209,1702.0
10,2,2.8010807037353516,2169.9999999999995,0.9398462772369385,1794.0
10,3,4.408004999160767,2217.5555555555557,1.028907299041748,2514.666666666667
10,4,4.558732748031616,1914.0,1.3025009632110596,1609.5
